CAS Number;Chemical_Name;Chemical Grade;Chemical Analysis;Chemical Purity Mean Op;Chemical Purity Mean(%);Chemical Purity Min Op;Chemical Purity Min(%);Chemical Purity Max Op;Chemical Purity Max(%);Species Scientific Name;Species Common Name;Species Group;Organism Lifestage;Organism Age Mean Op;Organism Age Mean;Organism Age Min Op;Organism Age Min;Organism Age Max Op;Organism Age Max;Age Units;Exposure Type;Media Type;Test Location;Number of Doses;Conc 1 Type (Standardized);Conc 1 Mean Op (Standardized);Conc_1_Mean_(Standardized);Conc 1 Min Op (Standardized);Conc Min 1 (Standardized);Conc 1 Max Op (Standardized);Conc 1 Max (Standardized);Conc 1 Units (Standardized);Conc 2 Type (Standardized);Conc 2 Mean Op (Standardized);Conc 2 Mean (Standardized);Conc 2 Min Op (Standardized);Conc Min 2 (Standardized);Conc 2 Max Op (Standardized);Conc 2 Max (Standardized);Conc 2 Units (Standardized);Conc 3 Type (Standardized);Conc 3 Mean Op (Standardized);Conc 3 Mean (Standardized);Conc 3 Min Op (Standardized);Conc Min 3 (Standardized);Conc 3 Max Op (Standardized);Conc 3 Max (Standardized);Conc 3 Units (Standardized);Effect;Effect Measurement;Endpoint;Response Site;Observed Duration Mean Op (Days);Observed Duration Mean (Days);Observed Duration Min Op (Days);Observed Duration Min (Days);Observed Duration Max Op (Days);Observed Duration Max (Days);Observed Duration Units (Days);BCF 1 Value Op;BCF 1 Value;BCF 1 Min Op;BCF 1 Min;BCF 1 Max Op;BCF 1 Max;BCF 1 Unit;BCF 2 Value Op;BCF 2 Value;BCF 2 Min Op;BCF 2 Min;BCF 2 Max Op;BCF 2 Max;BCF 2 Unit;BCF 3 Value Op;BCF 3 Value;BCF 3 Min Op;BCF 3 Min;BCF 3 Max Op;BCF 3 Max;BCF 3 Unit;Author;Reference Number;Title;Source;Publication Year
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;7;;;;;Day(s);Aquatic - not reported;Fresh water;Lab;;Dissolved;;0.0248;;0.0219;;0.028;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Tan,Q.G., and W.X. Wang;158558;Acute Toxicity of Cadmium in Daphnia magna Under Different Calcium and pH Conditions: Importance of Influx Rate;Environ. Sci. Technol.45(5): 1970-1976;2011
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Gammarus pulex;Scud;"Crustaceans; Standard Test Species";;;;;;;;;;Fresh water;Lab;;Total;;1.41;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Stuhlbacher,A., and L. Maltby;3888;Cadmium Resistance in Gammarus pulex (L.);Arch. Environ. Contam. Toxicol.22:319-324;1992
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;6;;;;;Day(s);Static;Fresh water;Lab;;Total;;0.023;;0.007;;0.04;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., M.A. Cairns, S.T. Onjukka, and R.H. Titus;12311;Effect of Age on Sensitivity of Daphnia magna to Cadmium, Copper and Cyanazine;Environ. Toxicol. Chem.5(6): 527-530;1986
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;4;;;;;Hour(s);Static;Fresh water;Lab;;Total;;0.101;;0.078;;0.13;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., M.A. Cairns, S.T. Onjukka, and R.H. Titus;12311;Effect of Age on Sensitivity of Daphnia magna to Cadmium, Copper and Cyanazine;Environ. Toxicol. Chem.5(6): 527-530;1986
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;5;;;;;Day(s);Static;Fresh water;Lab;;Total;;0.03;;0.022;;0.041;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., M.A. Cairns, S.T. Onjukka, and R.H. Titus;12311;Effect of Age on Sensitivity of Daphnia magna to Cadmium, Copper and Cyanazine;Environ. Toxicol. Chem.5(6): 527-530;1986
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);;Fresh water;Lab;;Total;;0.0095;;0.0093;;0.0097;AI mg/L;;;;;;;;;;;;;;;;;Mortality;Mortality;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Guilhermino,L., M.C. Lopes, A.P. Carvalho, and A.M.V.M. Soares;16501;Inhibition of Acetylcholinesterase Activity as Effect Criterion in Acute Tests with Juvenile Daphnia magna;Chemosphere32(4): 727-738;1996
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;5;;;;;Day(s);Static;Fresh water;Lab;;Total;;0.04;;0.03;;0.054;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., M.A. Cairns, S.T. Onjukka, and R.H. Titus;12311;Effect of Age on Sensitivity of Daphnia magna to Cadmium, Copper and Cyanazine;Environ. Toxicol. Chem.5(6): 527-530;1986
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;5;;;;;Day(s);Static;Fresh water;Lab;;Total;;0.131;;0.086;;0.2;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., M.A. Cairns, S.T. Onjukka, and R.H. Titus;12311;Effect of Age on Sensitivity of Daphnia magna to Cadmium, Copper and Cyanazine;Environ. Toxicol. Chem.5(6): 527-530;1986
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;4;;;;;Day(s);Static;Fresh water;Lab;;Total;;0.082;;0.021;;0.143;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., M.A. Cairns, S.T. Onjukka, and R.H. Titus;12311;Effect of Age on Sensitivity of Daphnia magna to Cadmium, Copper and Cyanazine;Environ. Toxicol. Chem.5(6): 527-530;1986
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;6;Total;;;>;0.2;<;0.3;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;Whole organism;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Haap,T., and H.R. Kohler;118170;Cadmium Tolerance in Seven Daphnia magna Clones is Associated with Reduced hsp70 Baseline Levels and Induction;Aquat. Toxicol.94:131-137;2009
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;6;Total;~;0.3;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;Whole organism;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Haap,T., and H.R. Kohler;118170;Cadmium Tolerance in Seven Daphnia magna Clones is Associated with Reduced hsp70 Baseline Levels and Induction;Aquat. Toxicol.94:131-137;2009
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;2;;;;;Day(s);Static;Fresh water;Lab;;Total;;0.037;;0.027;;0.051;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., M.A. Cairns, S.T. Onjukka, and R.H. Titus;12311;Effect of Age on Sensitivity of Daphnia magna to Cadmium, Copper and Cyanazine;Environ. Toxicol. Chem.5(6): 527-530;1986
10108642;Cadmium chloride (CdCl2);American chemical society grade;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;72;;;;;Hour(s);Static;Fresh water;Lab;7;Total;;0.14;;0.1;;0.21;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, and D.D. Vaishnav;120925;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Fourth Quarterly Rep.to EPA, Feb.24-May 23, 1982, U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin-Superior, Superior, WI:92 p.;1982
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;6;Total;;;>;0.3;<;0.4;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;Whole organism;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Haap,T., and H.R. Kohler;118170;Cadmium Tolerance in Seven Daphnia magna Clones is Associated with Reduced hsp70 Baseline Levels and Induction;Aquat. Toxicol.94:131-137;2009
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;6;Total;;;>;0.3;<;0.4;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;Whole organism;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Haap,T., and H.R. Kohler;118170;Cadmium Tolerance in Seven Daphnia magna Clones is Associated with Reduced hsp70 Baseline Levels and Induction;Aquat. Toxicol.94:131-137;2009
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Total;;0.0396;;0.01771;;0.08862;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Guilhermino,L., T.C. Diamantino, R. Ribeiro, F. Goncalves, and A.M.V.M. Soares;18978;Suitability of Test Media Containing EDTA for the Evaluation of Acute Metal Toxicity to Daphnia magna Straus;Ecotoxicol. Environ. Saf.38(3): 292-295;1997
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;2;;;;;Day(s);Static;Fresh water;Lab;;Total;;0.306;;0.297;;0.315;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., M.A. Cairns, S.T. Onjukka, and R.H. Titus;12311;Effect of Age on Sensitivity of Daphnia magna to Cadmium, Copper and Cyanazine;Environ. Toxicol. Chem.5(6): 527-530;1986
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;;;;;;;;Static;Fresh water;Lab;;Total;;0.1294;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Stuhlbacher,A., M.C. Bradley, C. Naylor, and P. Calow;6453;Induction of Cadmium Tolerance in Two Clones of Dapnia magna Straus;Comp. Biochem. Physiol. C Comp. Pharmacol.101(3): 571-577;1992
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;4;;;;;Hour(s);Static;Fresh water;Lab;;Total;;0.164;;0.142;;0.188;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., M.A. Cairns, S.T. Onjukka, and R.H. Titus;12311;Effect of Age on Sensitivity of Daphnia magna to Cadmium, Copper and Cyanazine;Environ. Toxicol. Chem.5(6): 527-530;1986
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;6;Total;;;>;0.2;<;0.3;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;Whole organism;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Haap,T., and H.R. Kohler;118170;Cadmium Tolerance in Seven Daphnia magna Clones is Associated with Reduced hsp70 Baseline Levels and Induction;Aquat. Toxicol.94:131-137;2009
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;6;Total;;;>;0.2;<;0.3;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;Whole organism;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Haap,T., and H.R. Kohler;118170;Cadmium Tolerance in Seven Daphnia magna Clones is Associated with Reduced hsp70 Baseline Levels and Induction;Aquat. Toxicol.94:131-137;2009
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;7;;;;;Day(s);Aquatic - not reported;Fresh water;Lab;;Dissolved;;0.0142;;0.0132;;0.0152;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Tan,Q.G., and W.X. Wang;158558;Acute Toxicity of Cadmium in Daphnia magna Under Different Calcium and pH Conditions: Importance of Influx Rate;Environ. Sci. Technol.45(5): 1970-1976;2011
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;;;;;;;;Static;Fresh water;Lab;;Total;;0.009;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow;2493;A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus;Ecotoxicol. Environ. Saf.21(3): 257-265;1991
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia pulex;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Total;;0.04;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;4;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Hart,B.A.;7359;The Role of Phytoplankton in Cycling Cadmium in the Environment;Project No.A-023-VT, Vermont Water Resour.Res.Center and Office Water Res.and Technol., USDI, Washington, DC:62 p.;1977
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia pulex;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Total;;0.1;;0.05;;0.15;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Hall,W.S., R.L. Paulson, L.W.,Jr. Hall, and D.T. Burton;11956;Acute Toxicity of Cadmium and Sodium Pentachlorophenate to Daphnids and Fish;Bull. Environ. Contam. Toxicol.37(2): 308-316;1986
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;6;Total;;;>;0.2;<;0.3;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;Whole organism;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Haap,T., and H.R. Kohler;118170;Cadmium Tolerance in Seven Daphnia magna Clones is Associated with Reduced hsp70 Baseline Levels and Induction;Aquat. Toxicol.94:131-137;2009
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Total;;0.08;;0.06;;0.1;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Hall,W.S., R.L. Paulson, L.W.,Jr. Hall, and D.T. Burton;11956;Acute Toxicity of Cadmium and Sodium Pentachlorophenate to Daphnids and Fish;Bull. Environ. Contam. Toxicol.37(2): 308-316;1986
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;2;;;;;Day(s);Static;Fresh water;Lab;;Total;;0.135;;0.09;;0.201;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., M.A. Cairns, S.T. Onjukka, and R.H. Titus;12311;Effect of Age on Sensitivity of Daphnia magna to Cadmium, Copper and Cyanazine;Environ. Toxicol. Chem.5(6): 527-530;1986
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;7;;;;;Day(s);Aquatic - not reported;Fresh water;Lab;;Dissolved;;0.0175;;0.0141;;0.0216;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Tan,Q.G., and W.X. Wang;158558;Acute Toxicity of Cadmium in Daphnia magna Under Different Calcium and pH Conditions: Importance of Influx Rate;Environ. Sci. Technol.45(5): 1970-1976;2011
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Total;;0.04;;0.02;;0.07;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Hall,W.S., R.L. Paulson, L.W.,Jr. Hall, and D.T. Burton;11956;Acute Toxicity of Cadmium and Sodium Pentachlorophenate to Daphnids and Fish;Bull. Environ. Contam. Toxicol.37(2): 308-316;1986
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;;;;;;;;Static;Fresh water;Lab;;Total;;0.0271;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow;2493;A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus;Ecotoxicol. Environ. Saf.21(3): 257-265;1991
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;6;Total;~;0.3;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;Whole organism;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Haap,T., and H.R. Kohler;118170;Cadmium Tolerance in Seven Daphnia magna Clones is Associated with Reduced hsp70 Baseline Levels and Induction;Aquat. Toxicol.94:131-137;2009
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;6;Total;;;>;0.5;<;0.6;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;Whole organism;;1;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Haap,T., and H.R. Kohler;118170;Cadmium Tolerance in Seven Daphnia magna Clones is Associated with Reduced hsp70 Baseline Levels and Induction;Aquat. Toxicol.94:131-137;2009
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia pulex;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Total;;0.08;;0.05;;0.15;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Hall,W.S., R.L. Paulson, L.W.,Jr. Hall, and D.T. Burton;11956;Acute Toxicity of Cadmium and Sodium Pentachlorophenate to Daphnids and Fish;Bull. Environ. Contam. Toxicol.37(2): 308-316;1986
10108642;Cadmium chloride (CdCl2);Reagent Grade, Purissium, Purum, Puriss, Puris, Reinst;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Multiple;;;;;;;;Renewal;Fresh water;Lab;;Total;>;0.0153;;;;;AI mg/L;;;;;;;;;;;;;;;;;Mortality;Mortality;EC50;;;14;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Elnabarawy,M.T., A.N. Welter, and R.R. Robideau;12258;Relative Sensitivity of Three Daphnid Species to Selected Organic and Inorganic Chemicals;Environ. Toxicol. Chem.5(4): 393-398;1986
10108642;Cadmium chloride (CdCl2);Analytical grade;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;<;24;;;;;Hour(s);Aquatic - not reported;Fresh water;Lab;;Total;;0.0201;;0.0132;;0.0292;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Loureiro,C., B.B. Castro, J.L. Pereira, and F. Goncalves;158531;Performance of Standard Media in Toxicological Assessments with Daphnia magna: Chelators and Ionic Composition Versus Metal Toxicity;Ecotoxicology20(1): 139-148;2011
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia pulex;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Total;;0.07;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Hall,W.S., R.L. Paulson, L.W.,Jr. Hall, and D.T. Burton;11956;Acute Toxicity of Cadmium and Sodium Pentachlorophenate to Daphnids and Fish;Bull. Environ. Contam. Toxicol.37(2): 308-316;1986
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";Neonate;;;;;;;;Static;Fresh water;Lab;;Total;;0.0036;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Baird,D.J., I. Barber, M. Bradley, A.M.V.M. Soares, and P. Calow;2493;A Comparative Study of Genotype Sensitivity to Acute Toxic Stress Using Clones of Daphnia magna Straus;Ecotoxicol. Environ. Saf.21(3): 257-265;1991
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;1;;;;;Day(s);Static;Fresh water;Lab;;Total;;0.016;;0.012;;0.022;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., M.A. Cairns, S.T. Onjukka, and R.H. Titus;12311;Effect of Age on Sensitivity of Daphnia magna to Cadmium, Copper and Cyanazine;Environ. Toxicol. Chem.5(6): 527-530;1986
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;4;;;;;Hour(s);Static;Fresh water;Lab;;Total;;0.109;;0.059;;0.178;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., M.A. Cairns, S.T. Onjukka, and R.H. Titus;12311;Effect of Age on Sensitivity of Daphnia magna to Cadmium, Copper and Cyanazine;Environ. Toxicol. Chem.5(6): 527-530;1986
10108642;Cadmium chloride (CdCl2);;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;4;;;;;Hour(s);Static;Fresh water;Lab;;Total;;0.099;;0.078;;0.125;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Nebeker,A.V., M.A. Cairns, S.T. Onjukka, and R.H. Titus;12311;Effect of Age on Sensitivity of Daphnia magna to Cadmium, Copper and Cyanazine;Environ. Toxicol. Chem.5(6): 527-530;1986
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia pulex;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Total;;0.1;;0.07;;0.12;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Hall,W.S., R.L. Paulson, L.W.,Jr. Hall, and D.T. Burton;11956;Acute Toxicity of Cadmium and Sodium Pentachlorophenate to Daphnids and Fish;Bull. Environ. Contam. Toxicol.37(2): 308-316;1986
10108642;Cadmium chloride (CdCl2);American chemical society grade;Measured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;144;;;;;Hour(s);Static;Fresh water;Lab;7;Total;;0.085;;0.045;;0.16;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;1.8333;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Call,D.J., L.T. Brooke, and D.D. Vaishnav;120925;Aquatic Pollutant Hazard Assessments and Development of a Hazard Prediction Technology by Quantitative Structure-Activity Relationships;Fourth Quarterly Rep.to EPA, Feb.24-May 23, 1982, U.S.EPA Coop.Agreement No.CR 809234-01-0, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin-Superior, Superior, WI:92 p.;1982
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;<;24;;;;;Hour(s);Static;Fresh water;Lab;;Total;;0.02;;0.004;;0.03;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Hall,W.S., R.L. Paulson, L.W.,Jr. Hall, and D.T. Burton;11956;Acute Toxicity of Cadmium and Sodium Pentachlorophenate to Daphnids and Fish;Bull. Environ. Contam. Toxicol.37(2): 308-316;1986
10108642;Cadmium chloride (CdCl2);;Unmeasured;;;;;;;Daphnia magna;Water Flea;"Crustaceans; Standard Test Species";;;7;;;;;Day(s);Aquatic - not reported;Fresh water;Lab;;Dissolved;>;0.17;;;;;AI mg/L;;;;;;;;;;;;;;;;;Intoxication;Immobile;EC50;;;2;;;;;Day(s);;;;;;;--;;;;;;;;;;;;;;;Tan,Q.G., and W.X. Wang;158558;Acute Toxicity of Cadmium in Daphnia magna Under Different Calcium and pH Conditions: Importance of Influx Rate;Environ. Sci. Technol.45(5): 1970-1976;2011
